Accident_ID,Date,Day_of_Week,Time,City,Vehicle_Type,Road_Condition,Weather,Light_Condition,Cause,Accident_Severity
1158,18-02-2023 05:00,Friday,Morning,Mumbai,Car,Damaged,Clear,Daylight,Drunk Driving,Serious
1159,18-02-2023 06:00,Monday,Afternoon,Pune,Auto,Damaged,Clear,Daylight,Drunk Driving,Fatal
1160,18-02-2023 07:00,Monday,Afternoon,Bangalore,Cycle,Dry,Foggy,Daylight,Drunk Driving,Minor
1161,18-02-2023 08:00,Friday,Night,Pune,Bus,Snow,Rainy,Daylight,Wrong Turn,Fatal
1162,18-02-2023 09:00,Saturday,Afternoon,Delhi,Truck,Snow,Foggy,Dark - Street Light,Mechanical Failure,Fatal
1163,18-02-2023 10:00,Friday,Afternoon,Kolkata,Bus,Damaged,Clear,Daylight,Wrong Turn,Serious
1164,18-02-2023 11:00,Saturday,Evening,Mumbai,Auto,Dry,Foggy,Dark - Street Light,Wrong Turn,Fatal
1165,18-02-2023 12:00,Saturday,Evening,Hyderabad,Car,Snow,Clear,Daylight,Overspeed,Serious
1166,18-02-2023 13:00,Sunday,Afternoon,Delhi,Auto,Damaged,Foggy,Dark - No Light,Overspeed,Serious
1167,18-02-2023 14:00,Thursday,Night,Mumbai,Bike,Wet,Storm,Dark - Street Light,Overspeed,Fatal
1168,18-02-2023 15:00,Saturday,Evening,Pune,Bike,Dry,Storm,Dark - Street Light,Signal Jump,Minor
1169,18-02-2023 16:00,Wednesday,Morning,Kolkata,Truck,Wet,Foggy,Dark - Street Light,Overspeed,Serious
1170,18-02-2023 17:00,Saturday,Morning,Chennai,Auto,Dry,Rainy,Dark - Street Light,Mechanical Failure,Fatal
1171,18-02-2023 18:00,Saturday,Morning,Kolkata,Truck,Damaged,Clear,Dark - No Light,Wrong Turn,Serious
1172,18-02-2023 19:00,Saturday,Night,Chennai,Truck,Snow,Storm,Daylight,Mechanical Failure,Minor
1173,18-02-2023 20:00,Sunday,Afternoon,Bangalore,Bike,Snow,Rainy,Dark - Street Light,Overspeed,Minor
1174,18-02-2023 21:00,Sunday,Morning,Kolkata,Truck,Snow,Clear,Dark - No Light,Signal Jump,Serious
1175,18-02-2023 22:00,Monday,Night,Mumbai,Bike,Dry,Storm,Dark - Street Light,Signal Jump,Minor
1176,18-02-2023 23:00,Sunday,Evening,Chennai,Car,Damaged,Storm,Daylight,Wrong Turn,Fatal
1177,19-02-2023 00:00,Wednesday,Afternoon,Hyderabad,Auto,Wet,Foggy,Dark - Street Light,Mechanical Failure,Fatal
1178,19-02-2023 01:00,Wednesday,Evening,Mumbai,Truck,Damaged,Clear,Dark - No Light,Drunk Driving,Serious
1179,19-02-2023 02:00,Sunday,Night,Hyderabad,Bike,Wet,Rainy,Daylight,Mechanical Failure,Minor
1180,19-02-2023 03:00,Friday,Morning,Kolkata,Bus,Dry,Rainy,Dark - No Light,Overspeed,Fatal
1181,19-02-2023 04:00,Thursday,Morning,Hyderabad,Truck,Dry,Rainy,Daylight,Drunk Driving,Fatal
1182,19-02-2023 05:00,Sunday,Night,Chennai,Cycle,Wet,Clear,Daylight,Signal Jump,Fatal
1183,19-02-2023 06:00,Saturday,Morning,Mumbai,Car,Wet,Rainy,Daylight,Wrong Turn,Serious
1184,19-02-2023 07:00,Tuesday,Afternoon,Pune,Car,Wet,Rainy,Dark - Street Light,Wrong Turn,Serious
1185,19-02-2023 08:00,Thursday,Night,Delhi,Bus,Damaged,Rainy,Dark - No Light,Signal Jump,Fatal
1186,19-02-2023 09:00,Thursday,Evening,Chennai,Bike,Wet,Foggy,Dark - No Light,Overspeed,Fatal
1187,19-02-2023 10:00,Wednesday,Night,Chennai,Truck,Dry,Foggy,Dark - No Light,Signal Jump,Minor
1188,19-02-2023 11:00,Thursday,Afternoon,Pune,Bike,Dry,Clear,Daylight,Overspeed,Minor
1189,19-02-2023 12:00,Sunday,Afternoon,Mumbai,Car,Snow,Clear,Dark - Street Light,Drunk Driving,Minor
1190,19-02-2023 13:00,Saturday,Night,Mumbai,Bike,Wet,Rainy,Daylight,Signal Jump,Serious
1191,19-02-2023 14:00,Saturday,Night,Kolkata,Car,Damaged,Foggy,Dark - No Light,Overspeed,Fatal
1192,19-02-2023 15:00,Monday,Morning,Hyderabad,Bike,Damaged,Storm,Dark - Street Light,Drunk Driving,Serious
1193,19-02-2023 16:00,Saturday,Afternoon,Kolkata,Bus,Damaged,Storm,Dark - Street Light,Signal Jump,Fatal
1194,19-02-2023 17:00,Saturday,Night,Pune,Auto,Snow,Rainy,Dark - Street Light,Wrong Turn,Minor
1195,19-02-2023 18:00,Wednesday,Night,Kolkata,Bus,Dry,Rainy,Dark - No Light,Signal Jump,Minor
1196,19-02-2023 19:00,Saturday,Afternoon,Pune,Bus,Damaged,Foggy,Dark - Street Light,Mechanical Failure,Minor
1197,19-02-2023 20:00,Monday,Night,Mumbai,Auto,Dry,Foggy,Dark - Street Light,Signal Jump,Minor
1198,19-02-2023 21:00,Tuesday,Morning,Hyderabad,Auto,Snow,Foggy,Daylight,Mechanical Failure,Fatal
1199,19-02-2023 22:00,Sunday,Afternoon,Kolkata,Truck,Wet,Clear,Daylight,Drunk Driving,Minor
1200,19-02-2023 23:00,Wednesday,Morning,Chennai,Truck,Wet,Clear,Dark - Street Light,Signal Jump,Fatal
